name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
华西能源,6.64,6.03,20.0272,205.0713,0.2778,3400.5167,4.6077,1.2382,290.7446,0.8382,429.4918,0.4867,739.6754,-8.0877,0.1956,6.9865,15.888,3.347,6.1459,1.3167,0.7024,11.4877,292.4022,29.5716,70.4284,-0.1397,-0.0447,-2.3238,-0.0635,-8.301
德尔未来,13.02,16.88,34.2324,191.0433,0.2936,1131.5548,1.7395,30.6029,11.7636,3.5266,102.0813,1.157,311.1495,34.0052,41.6236,-4.8831,9.023,38.0952,-6.0021,2.0938,1.4997,80.0293,-61277.3705,77.2805,22.7195,0.1808,0.1055,1.0527,0.4645,46.8203
道明光学,3.41,9.33,33.6801,48.7104,0.0823,521.7921,0.8818,5.5612,64.7342,2.0389,176.5658,0.6928,519.6305,21.4889,-1.4331,2.6955,2.7718,-50,2.4337,6.1937,4.7369,347.4952,-383.3753,90.4588,9.5412,0.1479,0.048,1.7397,0.5029,63.7948
棒杰股份,6.06,10.36,30.7268,40.3981,0.0876,389.8738,0.8457,10.906,33.0094,4.1448,86.8558,0.8385,429.3381,18.0388,1.2637,1.0612,0.7371,-67.8571,2.272,2.4081,2.1337,133.0289,-1916.8221,81.9883,18.0117,0.3592,0.1281,2.9412,0.7114,72.3274
安洁科技,14.94,21.18,36.145,387.1092,0.9955,1827.6624,4.7001,3.3537,107.3441,4.753,75.7416,0.9898,363.7098,-2.8062,26.8617,11.2758,5.4534,21.9512,11.5292,3.2101,2.8776,163.1007,-843.8107,79.8166,20.1834,0.3103,0.1742,1.4789,0.8629,94.7405
金安国纪,19.68,11.16,23.6015,341.0733,0.4685,3053.7292,4.1946,4.7337,76.0504,13.3808,26.9042,1.4994,240.096,19.9832,530.21,24.6261,18.4533,533.7838,24.6261,1.5472,1.4244,23.1572,-4823.3499,54.4275,45.5725,0.1772,0.17,1.5866,0.3731,37.7394
赞宇科技,7.31,3.48,12.5264,151.7928,0.3641,4360.6604,10.4622,24.138,14.9142,5.5408,64.9726,2.7223,132.2411,54.5043,970.7143,109.9038,124.334,320,77.6282,1.0073,0.5352,15.2722,800.8025,52.6923,47.3077,-0.0161,-0.0144,-0.3627,-0.0305,-3.1642
雪人股份,1.45,4.07,28.7671,33.054,0.049,811.1283,1.2033,2.5914,138.921,1.4902,241.5783,0.6693,537.8754,26.4687,101.129,41.5192,33.2312,66.6667,43.6354,1.5432,1.0567,27.3312,239.0536,70.2756,29.7244,-2.00E-04,0,-0.0051,-2.00E-04,-0.0181
跨境通,9.36,4.61,48.3386,393.7682,0.2755,8536.9075,5.9735,20.5013,17.5599,2.6078,138.0474,2.2843,157.5975,115.5342,157.2855,107.9729,127.6735,7.4074,105.8057,2.363,1.2708,63.3673,5178.7366,59.7769,40.2231,-0.1241,-0.149,-2.4752,-0.3706,-44.9731
永高股份,8.45,5.7,27.5429,214.8474,0.2486,3767.3781,4.3603,5.9846,60.1544,4.3856,82.0868,1.9308,186.4512,6.6206,-17.179,7.2451,9.3831,-16.6667,7.2451,1.248,0.8246,30.2093,1347.5998,58.4404,41.5596,0.1458,0.1264,2.557,0.304,32.7897
荣之联,6.28,15.04,42.2945,240.1041,0.3776,1595.5045,2.5095,2.5366,141.9223,2.0219,178.0503,0.613,587.2757,3.1891,10.5202,6.8121,0.4434,-27.8645,6.8103,3.8632,3.0953,75.5857,2093.4217,81.6301,18.3699,0.1065,0.0363,0.7086,0.1977,25.7659
万润股份,8.27,17.24,40.8251,318.6527,0.8762,1847.3911,5.08,6.9627,51.7041,2.0106,179.051,0.98,367.3469,13.2644,23.5636,48.4115,42.4369,17.9487,48.5595,4.9077,3.1411,126.0047,-21196.6748,89.7154,10.2846,0.0826,0.0355,0.479,0.3452,38.6869
佛慈制药,4.72,16.77,29.7973,60.9262,0.1193,363.2554,0.7113,6.7662,53.2056,1.4551,247.4057,0.2988,1204.8193,10.8891,41.8617,4.6148,49.4926,31.2431,4.6148,10.4314,9.0272,307.3924,-127.5769,63.3659,36.6341,0.1566,0.0279,0.9339,0.0763,41.7886
青青稞酒,8.72,15.03,64.1593,216.1239,0.4802,1437.2048,3.1937,83.4934,4.3117,0.7814,460.7115,0.946,380.5497,5.3874,-7.3508,5.4334,16.1487,-6.4472,5.6273,2.4354,1.467,57.0524,-2227.0185,77.9215,22.0785,0.2266,0.103,1.5491,0.4664,48.0171
博彦科技,6.29,6.05,29.6049,117.1798,0.6635,1933.9961,10.9507,4.6886,76.782,61592.091,0.0058,1.3914,258.7322,12.5667,-36.1053,8.0786,12.5822,-35.7798,8.1392,2.1516,2.1516,146.9828,-1077.6418,69.7671,30.2329,0.0921,0.0668,1.5423,0.221,25.8631
加加食品,7.69,7.95,27.4896,150.0984,0.1302,1886.683,1.6377,35.1839,10.232,4.733,76.0617,2.5368,141.9111,7.5028,1.8848,5.7424,5.6917,0,5.7424,0.8643,0.5023,28.3222,1479.2797,68.4403,31.5597,0.1924,0.1274,2.4188,0.4036,42.5717
利君股份,5.04,20.74,45.3994,95.9298,0.0956,462.3778,0.4612,1.7985,200.1668,1.4011,256.941,0.2524,1426.3074,-19.3875,-33.7695,2.1553,-0.47,-28.5714,2.1553,3.1806,2.8654,155.6284,-748.7051,76.5539,23.4461,0.1554,0.0289,0.749,0.1233,12.5206
扬子新材,11.64,4.29,16.5998,81.2749,0.2539,1891.9826,5.9117,15.3365,23.4734,3.8658,93.1243,1.514,237.7807,30.3918,109.7096,25.9714,27.5014,92.3077,14.8022,1.2868,0.813,19.3805,12791.4221,37.5135,62.4865,0.0566,0.0464,0.734,0.0743,9.7069
海思科,19.99,31.53,74.1659,452.7239,0.419,1435.6066,1.3289,12.6425,28.4754,3.7102,97.0298,0.7905,455.408,18.4051,21.6276,5.0055,15.0828,20,5.0052,2.2199,2.1002,180.5682,11621.146,60.9677,39.0323,0.2968,0.1147,0.9414,0.2939,42.1124
万润科技,6.59,9.12,29.5156,143.3071,0.1784,1570.175,1.9557,3.6915,97.5213,6.153,58.508,1.267,284.1358,87.1461,157.2103,66.4081,57.7704,-30.7692,66.9985,1.6007,1.4124,54.7896,-7147.331,66.9686,33.0314,0.161,0.0767,1.7342,0.2324,27.5304
共达电声,2.78,2.51,29.5528,18.0081,0.05,716.0286,1.9889,3.6865,97.6536,2.8416,126.6892,1.2527,287.3793,1.5268,-6.2026,2.2426,9.8637,0,2.2426,0.9534,0.6269,23.1088,336.4984,50.9153,49.0847,0.0323,0.0182,1.2854,0.0372,3.7294
中科金财,6.42,12.89,27.5219,177.9339,0.527,1380.1239,4.0883,17.0489,21.1157,2.9897,120.4134,0.7728,465.8385,3.9599,10.1126,70.7637,41.1527,3.9216,67.7347,3.8223,3.3401,126.5065,7505.4721,77.4226,22.5774,0.1939,0.0732,1.5053,0.3243,45.4787
雪迪龙,11.29,19.42,48.1126,193.9036,0.3205,998.119,1.6501,2.1147,170.2369,1.8772,191.775,0.6729,534.9978,-0.4226,-26.054,8.6813,9.0975,-25.5814,9.0861,7.0643,5.8206,196.656,-3917.7787,86.9984,13.0016,0.1538,0.0776,0.7904,0.597,70.7753
茂硕电源,-0.2,-0.13,22.2035,-1.7881,-0.0064,1292.9582,4.6672,2.3977,150.1439,5.2943,67.9977,1.1307,318.3868,40.2059,-55.0467,3.8691,22.2343,-116.6667,-1.2524,1.0388,0.8597,23.4595,524.5848,45.5967,54.4033,0.0017,0.001,0.1577,0.0018,0.1829
克明面业,6.54,6.33,21.8138,137.0628,0.4068,2163.5216,6.4214,6.6087,54.4736,13.4914,26.6837,1.3878,259.4034,14.362,26.8091,4.8659,0.7135,-67.9671,4.6696,4.6265,4.0442,30.6527,17330.2946,84.8582,15.1418,0.0126,0.011,0.1983,0.0725,8.6139
京威股份,13.3,13.2,30.1539,635.4518,0.8472,4812.3283,6.4164,5.6752,63.4339,3.139,114.6862,1.4254,252.5607,33.0887,39.607,9.5158,30.3874,41.6667,9.448,3.595,2.4142,81.4247,783.577,54.0431,45.9569,0.1623,0.0872,1.2081,0.1897,77.7828
普邦股份,2.39,3.86,16.7931,105.1791,0.0614,2718.5308,1.5884,1.8589,193.6629,0.81,444.4444,0.4864,740.1316,11.7527,-46.1731,5.8468,19.5995,-50,3.4486,2.2937,1.1271,36.3514,438.284,58.3512,41.6488,-0.024,-0.0085,-0.6098,-0.0204,-2.5464
长鹰信质,13.61,12.97,27.6205,230.9578,0.5773,1779.5718,4.4487,4.6011,78.2422,4.4567,80.7773,0.8839,407.2859,17.9833,10.9386,13.4577,-4.9428,13.7255,14.1709,2.2632,1.8642,74.5705,71594.8099,66.6441,33.3559,0.1727,0.1179,1.3573,0.3535,35.4694
首航节能,5.35,17.32,29.3099,155.0359,0.0786,894.9646,0.454,0.7403,486.2893,2.2346,161.1027,0.3424,1051.4019,-21.0635,-8.5397,4.0721,-8.4228,-66.6667,5.3889,2.1702,1.8978,29.1203,1212.7598,69.0739,30.9261,0.2142,0.0429,1.2906,0.1387,18.8526
德联集团,5.12,5.92,20.7754,140.5528,0.1863,2370.56,3.1426,5.9133,60.8797,3.4733,103.6478,1.0031,358.8874,19.7131,-20.1478,3.8198,5.4008,-20.8333,3.666,3.7267,2.9003,87.1535,1181.7933,81.3129,18.6871,0.0775,0.0542,1.2677,0.2902,29.0752
奥马电器,14.81,6.04,32.763,304.8364,1.8435,5041.4172,30.4893,8.2995,43.3761,4.8868,73.6678,1.7223,209.0228,7.2088,46.9817,23.6103,23.1297,14.2857,18.4419,1.2412,0.9573,59.4138,-1969.9208,41.6736,58.3264,0.1295,0.1223,1.6628,0.2097,24.5295
康达新材,5.13,13.9,35.1236,82.6251,0.3579,594.0474,2.5738,2.4012,149.925,4.6699,77.0894,0.5819,618.663,-18.2856,-26.5843,123.2716,98.4195,-26.7857,123.2716,7.786,7.381,488.0719,2383.2242,89.6168,10.3832,0.0886,0.0293,0.6368,0.2822,28.7044
国盛金控,4.3,60.5,16.8554,498.1456,0.5321,823.2547,0.8794,2.1081,170.7699,3.8607,93.2473,0.0874,4118.9931,-21.5569,1815.2801,1386.6195,2381.6737,505.1223,1396.7978,1.9002,1.8759,81.2427,-4318.2795,44.6303,55.3697,-7.5721,-0.2404,-12.4965,-0.4342,-65.2719
龙泉股份,1.45,3.79,34.5541,30.0235,0.0624,791.6735,1.6468,0.8788,409.6495,1.553,231.8094,0.4913,732.7498,60.981,15.9401,40.873,39.5518,16.6667,41.8709,1.3766,1.1016,24.2373,229.533,60.1893,39.8107,0.2077,0.0478,6.8451,0.12,12.4254
东江环保,16.23,20.39,36.1212,533.8138,0.6017,2617.0768,2.9499,4.3537,82.6883,6.2328,57.759,1.0397,346.2537,10.2697,49.8377,20.0699,22.4964,58.9744,19.4589,0.7957,0.7173,34.5385,801.1501,47.2051,52.7949,0.2636,0.0842,1.1953,0.1596,20.2431
兴业科技,2.68,2.45,9.1902,63.1192,0.2081,2565.8577,8.4634,9.3642,38.4443,2.9338,122.7078,1.3383,268.998,8.8081,374.5838,47.8635,5.3489,341.2409,47.8635,6.0031,4.0966,291.1179,500.1166,87.5322,12.4678,0.1639,0.1565,6.662,1.2556,128.3067
东诚药业,4.73,11.3,47.1262,130.9526,0.1861,1158.4507,1.6464,2.6079,138.0421,1.5718,229.0368,0.7218,498.7531,45.7325,79.5901,37.9262,67.5071,-59.4895,35.1455,1.7334,1.3528,72.3737,-9766.5464,72.2595,27.7405,0.1694,0.046,0.9799,0.1658,17.5301
顺威股份,2.83,2.37,21.6918,30.7967,0.0769,1299.155,3.2478,3.6516,98.5869,3.5348,101.8445,1.2806,281.1182,8.1264,1644.3953,2.71,10.0564,700,2.8601,1.8008,1.2959,34.7126,419.5201,61.9581,38.0419,0.0624,0.0455,2.7283,0.1195,13.4
浙江美大,17.6,30.44,54.8248,202.6561,0.3137,665.6836,1.0306,104.495,3.4451,6.7599,53.2552,0.7496,480.2561,28.5408,30.2073,10.3099,15.3266,-17.9487,10.3099,4.0325,3.8342,151.9051,-10129.3972,82.3576,17.6424,0.4004,0.1907,1.3151,1.0808,109.3931
珠江钢琴,7.55,9.67,30.992,151.4901,0.1584,1566.1919,1.6382,12.8816,27.9468,1.4256,252.5253,0.9966,361.2282,6.5468,3.0258,4.9684,17.4773,6.6667,4.5095,2.1002,1.0737,77.2164,2219.4705,70.0207,29.9793,0.1588,0.0859,1.6457,0.2867,32.7488
福建金森,3.46,18.57,68.2265,25.5653,0.1843,137.6287,0.9924,18.2977,19.6746,0.0417,8633.0935,0.091,3956.044,-30.7656,-31.0663,1.8731,0.9984,-33.3333,1.8846,5.639,1.4266,65.3651,153.5145,44.1825,55.8175,-0.1035,-0.0085,-0.559,-0.0153,-5.2904
长生生物,11.91,41.73,79.058,424.8675,0.4382,1017.9097,1.05,1.8114,198.7413,0.8065,446.3732,0.3172,1134.9306,27.9559,46.2342,8.9981,9.2887,-54.8517,8.5055,7.9041,7.3067,96.7208,-4437.1504,88.7288,11.2712,0.2913,0.0734,0.6919,0.6515,69.6298
奋达科技,13.57,18.31,30.8801,385.2557,0.3089,2103.582,1.6867,4.1121,87.5465,4.245,84.8057,1.2625,285.1485,21.9825,31.5518,14.2404,32.7296,-35.4167,14.194,2.2882,1.7809,102.5214,-2432.5063,68.5068,31.4932,0.1706,0.0866,0.9281,0.2749,43.9614
龙洲股份,3.6,2.11,14.6501,50.3125,0.1873,2377.6385,8.8521,4.8746,73.8522,12.1171,29.7101,1.0364,347.3562,-3.4212,20.8184,7.7916,15.3826,11.7647,2.1829,1.0564,0.9763,21.3801,375.0152,37.8455,62.1545,-0.0447,-0.0227,-1.5496,-0.0366,-4.5113
宏大爆破,2.18,1.94,19.0906,62.6327,0.0892,3212.1288,4.579,2.7265,132.0374,2.977,120.9271,0.9976,360.8661,6.8794,-48.1524,29.4634,32.5349,-50,40.9147,1.9259,1.3901,26.0239,232.2312,55.0676,44.9324,-0.0324,-0.0185,-1.5421,-0.0412,-5.8361
华东重机,2.27,1.38,7.6497,29.7179,0.0431,2140.2187,3.1042,8.6481,41.6276,5.6737,63.4507,1.6817,214.0691,39.2956,134.2673,61.3444,58.8534,13.8107,60.6551,3.0384,2.1267,94.266,-1148.7243,71.7714,28.2286,0.0798,0.0901,3.2633,0.3191,31.9166
亿利达,12.39,12.14,35.4004,119.8502,0.2908,987.0388,2.3949,3.6308,99.1517,4.7663,75.5303,1.2077,298.0873,23.4092,30.1604,17.7676,17.8298,23.8298,12.4493,1.708,1.4401,43.5761,2142.1988,67.1681,32.8319,0.1857,0.11,1.2432,0.335,35.1551
乔治白,6.3,8.96,47.5323,62.9374,0.1773,702.3905,1.9793,4.3393,82.9627,2.0531,175.3446,1.0858,331.5528,4.5997,12.8016,2.8145,2.4608,5.8824,0.9827,2.21,1.5822,95.3225,11040.9762,75.9338,24.0662,0.1839,0.0917,1.8911,0.3811,43.0528
金河生物,10.96,10.97,34.1796,164.1292,0.2583,1495.6863,2.3543,8.2877,43.4379,3.2239,111.666,1.7943,200.6353,19.6101,50.5162,50.2222,41.2229,-45.8333,44.5616,1.6354,1.0677,45.2466,-9087.5627,59.5015,40.4985,0.1955,0.1098,1.6783,0.2712,55.2706
远大智能,4.88,5.65,35.3424,70.1278,0.0733,1239.7181,1.2963,1.5783,228.0935,2.9158,123.4653,0.8026,448.5422,-22.1952,-40.6648,5.0749,-3.3849,-38.7854,5.1255,1.7113,1.3951,46.2092,-1772.4582,57.1699,42.8301,0.0133,0.0066,0.2369,0.0154,1.8531
美亚光电,15.21,34.32,52.6712,309.3333,0.4575,901.1736,1.333,3.5913,100.2423,3.2235,111.6799,0.4612,780.5724,7.1664,7.0626,5.6481,7.4115,6.8909,5.7064,8.4906,7.8381,221.166,-2929.6118,87.1702,12.8298,0.3674,0.1418,1.0767,1.1055,139.8252
冀凯股份,0.97,3.71,47.4286,8.3552,0.0417,225.093,1.1254,0.8738,411.9936,0.43,837.2093,0.3313,1086.6284,-19.6384,-65.2411,1.0379,-8.0894,-66.6667,1.0379,16.2129,8.9692,75.7449,-538.182,92.6789,7.3211,-0.2647,-0.0645,-7.1301,-0.8813,-150.8642
睿康股份,6.3,3.59,17.3027,91.0368,0.1267,2533.0873,3.5272,1.9824,181.5981,5.9444,60.5612,1.1163,322.494,-17.0242,-36.0213,-2.3828,-12.9239,-67.6778,2.9992,1.6257,1.3731,36.6702,345.107,52.8797,47.1203,0.0559,0.0504,1.4847,0.107,10.7211
顾地科技,4.06,2.59,24.61,39.7818,0.1151,1531.1572,4.4304,3.1726,113.4716,3.8041,94.6347,1.2508,287.8158,-13.5779,155.9977,7.2844,2.3503,71.4286,3.8761,1.0429,0.7854,20.9429,269.305,45.5523,54.4477,0.0785,0.0523,2.4665,0.0961,10.2117
煌上煌,5.55,7.24,33.2443,88.2001,0.1764,1217.8216,2.4358,28.1485,12.7893,2.2956,156.8217,1.0352,347.7589,5.7986,43.7165,4.1242,4.7006,-62.5,3.8542,4.7234,3.3103,214.0814,-4768.8573,84.2405,15.7595,0.1377,0.0876,1.7994,0.5559,66.5698
百洋股份,5.79,2.86,11.6756,59.2559,0.3366,2068.5251,11.7529,5.8137,61.9227,6.2853,57.2765,2.1417,168.0908,10.9879,9.684,4.8523,1.4849,3.8236,4.2448,1.2057,0.8035,25.457,765.816,58.5935,41.4065,0.0379,0.041,1.1663,0.0989,10.2188
红旗连锁,6.62,2.28,27.2113,144.3167,0.1061,6321.6268,4.6482,323.5831,1.1125,4.8962,73.5264,3.2921,109.3527,15.2282,-19.3612,7.0772,9.4792,-18.3846,7.0772,1.0117,0.4346,20.1895,3040.0094,54.6678,45.3322,0.043,0.0682,1.885,0.1505,15.0507
博实股份,6.02,17.49,40.4716,109.8221,0.1611,627.7558,0.9208,1.2928,278.4653,0.9878,364.4462,0.3721,967.4819,-12.4944,-38.3624,7.8007,9.6494,-38.4615,4.4271,5.6109,4.2676,3.8402,26261.8126,84.7933,15.2067,0.0143,0.004,0.0834,0.0263,2.915
美盛文化,5.54,30,41.6591,189.9586,0.3759,633.1573,1.2529,6.5471,54.9862,3.1683,113.6256,0.3528,1020.4082,55.1472,47.7341,197.521,163.837,41.3793,196.194,20.8261,19.782,386.3565,-1723.9332,95.4576,4.5424,0.0605,0.0105,0.204,0.2313,28.1868
新疆浩源,8.9,22.99,40.9191,80.0553,0.1895,348.0729,0.8239,10.6447,33.8196,8.519,42.2585,0.6507,553.2503,-17.6014,-27.9876,7.22,1.7887,-26.9231,7.5064,3.4287,3.3063,304.0733,-1022.4323,84.9325,15.0675,0.373,0.121,1.6507,0.8028,80.7021
奥瑞金,22.56,15.18,34.5594,1153.5813,0.4897,7598.6516,3.2262,3.3804,106.4963,9.0776,39.6581,1.4175,253.9683,14.0536,13.8321,17.2495,42.5233,-52.8846,17.2106,1.2199,1.1052,31.0212,752.6034,35.4154,64.5846,0.1001,0.0509,0.6596,0.0788,16.7154
浙江世宝,4.3,5.58,22.6839,63.4875,0.201,1136.3993,3.5978,3.1353,114.8215,3.5329,101.8993,0.9193,391.6023,35.6539,27.0622,2.1475,10.019,18.5841,2.1438,2.4299,1.9647,27.5651,-4291.2885,72.0026,27.9974,0.081,0.0444,1.3944,0.1584,17.4743
新宝股份,16.21,6.16,20.133,430.99,0.75,6985.3407,12.1568,9.8544,36.5319,6.5549,54.9207,2.1855,164.722,10.7463,53.5453,12.276,17.3978,16.9291,12.7968,1.2585,0.9109,30.3049,-686.089,49.033,50.967,0.1369,0.1759,2.2087,0.3451,34.5128
良信电器,10.44,13.23,37.4769,162.1962,0.6267,1225.7714,4.7365,15.4402,23.3158,4.9088,73.3377,1.1858,303.5925,20.9982,29.6164,70.5049,53.4968,-41.4414,70.5049,3.8865,3.4317,58.0365,-5441.2596,82.1282,17.8718,0.1815,0.1176,1.3715,0.658,65.847
众信旅游,11.93,2.12,10.3493,214.8649,0.2546,10092.5281,11.9607,20.798,17.3094,10166.5339,0.0354,4.4087,81.6567,20.5788,17.0854,17.1453,24.3685,-44.7983,15.1229,1.2121,1.2114,46.5233,2168.6476,49.0347,50.9653,0.005,0.0126,0.2053,0.0247,2.5145
光洋股份,4.25,5.79,26.0923,64.5094,0.1374,1112.322,2.3693,3.7661,95.5896,4.1929,85.8594,1.1567,311.2302,104.4978,76.3235,66.4549,114.3155,59.0146,66.4549,1.6199,1.2716,34.8162,451.1111,63.4072,36.5928,0.0306,0.0142,0.528,0.0388,4.5456
天赐材料,24.35,21.57,39.7659,396.3279,1.2193,1837.2465,5.6523,5.18,69.4981,7.0966,50.7285,1.8968,189.7933,94.2522,297.6182,37.135,43.6053,50,37.5741,1.6688,1.3988,28.6105,18044.2967,69.9748,30.0252,0.1272,0.1001,0.5911,0.3333,33.7494
欧浦智网,14.42,7.19,15.9305,222.1711,0.3366,3088.036,4.6785,19.1167,18.8317,19.4079,18.5491,1.7939,200.6801,74.6154,53.9735,18.299,11.3106,-30.6122,15.4846,1.3809,1.2705,27.1461,1171.6668,52.8954,47.1046,-0.0471,-0.0466,-0.5564,-0.099,-10.6071
东易日盛,16.55,5.76,37.219,172.8708,0.6809,2998.9059,11.8133,16.4078,21.9408,10.9152,32.9815,2.0572,174.9951,32.8522,75.5532,13.5107,25.5816,76.9231,9.5368,1.0345,0.915,67.668,101508.9007,42.1666,57.8334,0.149,0.168,2.1991,0.2905,29.1668
金贵银业,6.88,1.84,8.259,144.5113,0.2871,7852.3017,15.6019,5147.7006,0.0699,2.1206,169.7633,1.4423,249.6013,35.6476,21.1649,19.2605,26.1336,26.087,6.777,1.8074,0.6887,42.8381,151.6213,30.0661,69.9339,0,0,0.0021,1.00E-04,0.0093
岭南股份,9.81,10.15,28.282,260.8041,0.6299,2567.6958,6.2015,3.3454,107.6105,1.4447,249.1867,0.9284,387.7639,35.9388,54.9914,177.2037,46.804,28.8462,177.2048,1.4717,0.8838,34.7856,-7037.6411,49.8796,50.1204,-0.0292,-0.0141,-0.2871,-0.028,-3.4712
友邦吊顶,12.22,24.89,49.4507,126.4814,1.4433,508.1023,5.7981,36.8935,9.7578,7.522,47.8596,0.7531,478.0242,23.7137,3.7141,66.2029,67.3,1.3699,66.3975,6.7583,6.4139,342.1487,-1582.3032,89.2331,10.7669,0.2614,0.1147,1.0601,1.0651,107.5535
麦趣尔,2.46,5.02,45.2681,28.1124,0.2582,559.8021,5.1434,8.3143,43.2989,6.6213,54.37,0.6972,516.3511,8.0398,-60.5439,1.769,-5.2348,-60.3235,1.769,3.2658,3.06,242.0397,1745.7654,83.7127,16.2873,0.0681,0.028,1.3569,0.1717,17.9561
金一文化,7.88,1.61,13.0062,174.065,0.2686,10773.0126,16.624,4.6261,77.8193,3.4484,104.3962,1.4803,243.1939,41.061,62.6752,25.9341,47.3948,12.5,7.1058,1.3122,0.8625,15.2852,234.5544,27.6101,72.3899,-0.0486,-0.0484,-1.6854,-0.0669,-8.0314
金轮股份,7.5,7.18,20.8599,124.8167,0.7113,1738.1413,9.9058,6.2779,57.344,4.1582,86.5759,1.4445,249.2212,227.6054,102.1512,41.5311,11.4786,58.6957,41.5261,1.9724,1.415,28.2889,1869.2442,71.1195,28.8805,-0.0331,-0.0246,-0.461,-0.0851,-8.646
金莱特,1.02,0.85,11.6993,6.5854,0.0352,769.9136,4.1238,6.0396,59.6066,3.6098,99.7285,1.8143,198.4236,9.5961,-98.9905,-2.1048,6.8222,-84.5649,-0.4249,1.1239,0.549,21.9734,68.2655,61.151,38.849,0.1213,0.089,217.7046,0.2291,23.3297
海洋王,6.81,12.02,70.8802,111.2391,0.278,924.8924,2.3122,3.1635,113.798,2.5004,143.977,0.7111,506.2579,3.1814,65.4706,6.3418,6.8552,65.4372,6.3418,5.8718,5.3945,190.6735,-1066.2822,86.5487,13.4513,0.1037,0.0509,0.8621,0.3783,41.9161
跃岭股份,4.98,7.04,20.4067,45.3063,0.2831,643.1196,4.0194,5.3434,67.3728,4.5415,79.269,1.3296,270.7581,-0.1465,-18.5389,2.3999,2.1065,-20,2.3999,3.9051,2.9454,147.3675,-251.549,87.5813,12.4187,0.0596,0.0369,0.8457,0.2972,31.386
龙大肉食,13.17,4.27,8.8526,232.7544,0.5228,5450.0458,12.2428,26.8898,13.388,11.0498,32.5798,3.8182,94.2853,27.6211,101.7518,13.6011,19.0862,96.2963,14.187,3.615,2.5582,188.698,-5672.7569,80.3538,19.6462,0.0534,0.1266,1.2409,0.6443,66.95
一心堂,14.15,5.65,41.2834,353.377,0.6787,6249.3357,12.0041,17.1374,21.0067,3.0607,117.6202,1.6874,213.346,17.4433,2.0576,9.9053,43.642,-49.0008,9.828,1.6207,1.114,58.8287,1355.6853,41.5439,58.4561,0.0308,0.032,0.5448,0.0548,7.1061
特一药业,10.69,14.45,47.7424,94.777,0.4738,655.8568,3.2792,8.9765,40.1047,2.1513,167.3407,1.182,304.5685,26.9712,16.8567,10.2294,0.3194,14.6341,10.2294,0.9128,0.6082,29.7456,722.4081,55.3007,44.6993,0.1544,0.0632,1.0688,0.1414,19.5847
好利来,5.29,13.91,40.3542,21.4049,0.321,153.7819,2.3062,4.8814,73.7493,2.71,132.8413,0.7522,478.5961,-2.0112,-27.9623,4.1008,-15.4289,-28.8889,4.1008,6.0448,5.0189,292.4578,6686.7884,93.2089,6.7911,0.2323,0.0825,1.6693,1.2142,123.6168
电光科技,4.54,6.23,35.1892,38.5362,0.1194,618.4888,1.9167,1.2751,282.3308,2.951,121.9925,0.7466,482.1859,17.0731,-19.6345,5.1018,9.7113,-67.5676,2.8961,1.564,1.3035,17.9297,629.7392,62.8745,37.1255,0.1393,0.06,1.9057,0.1617,16.4239
萃华珠宝,5.16,2.62,11.3321,58.2231,0.3864,2218.1034,14.7206,13.4548,26.7563,1.4188,253.7356,1.0299,349.5485,-26.0618,-15.0498,3.3941,11.6043,-2.5,4.2691,1.5923,0.5486,25.1791,235.8198,43.7587,56.2413,0.1811,0.1574,8.2441,0.2798,28.4832
燕塘乳业,12.44,9.63,37.0702,106.0874,0.6742,1100.7426,6.9955,28.3768,12.6864,10.1772,35.3732,2.3895,150.6591,6.6163,10.4739,7.941,11.8782,9.8361,8.4982,1.6424,1.3794,91.2205,-21375.5256,75.2629,24.7371,0.1229,0.1175,1.2777,0.4749,49.0983
雄韬股份,5.41,4.8,14.2011,120.0497,0.3428,2500.8559,7.1429,3.3489,107.498,5.6184,64.0752,1.2367,291.0973,3.438,-9.2502,82.4018,42.6395,-13.9535,83.3578,2.6807,2.2111,90.2724,-2238.1289,69.8066,30.1934,0.031,0.0242,0.641,0.0803,8.6417
利民股份,7.11,9.73,29.42,112.9923,0.686,1160.4246,7.0453,9.9959,36.0148,6.081,59.2008,1.503,239.521,39.0489,67.6204,105.6946,80.5624,56.6038,105.9482,2.5124,2.2297,144.7271,2183.6255,76.5103,23.4897,0.2236,0.1248,2.2916,0.5314,55.5742
王子新材,7.59,7.83,24.5851,37.1115,0.4638,473.5037,5.9187,2.7051,133.082,6.7617,53.241,1.0026,359.0664,7.3638,42.1313,7.0194,9.0218,39.3939,6.6672,4.6484,4.1098,136.0189,-1075.5363,80.3803,19.6197,0.0424,0.0327,0.5153,0.1665,18.7723
葵花药业,11.48,9,58.341,303.0156,1.0377,3363.5811,11.5191,9.8037,36.7208,2.3649,152.2263,1.4733,244.3494,10.8348,3.5797,7.4298,12.1927,-0.9524,7.6884,2.3372,1.7315,84.5765,5469.666,66.3984,33.6016,0.1014,0.0808,1.0059,0.2404,31.8693
